input,eval_context,expected_output,output
What are the duties of a public authority under the RTI Act?,REFERENCE ANSWER: Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus.,"Sorry, that specific area of law isn't in the statutes I have indexed."
How is GST levied under the CGST Act?,REFERENCE ANSWER: Refusal — the GST legal framework in India is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the GST legal framework in India is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
How does the DPDP Act define personal data?,REFERENCE ANSWER: DPDP s.2: personal data = data about an identifiable individual. | EXPECTED CITATIONS: DPDP s.2,DPDP s.2: personal data = data about an identifiable individual.,"Section 2 of the Digital Personal Data Protection Act 2023 defines personal data as any data about an individual who is identifiable by or in relation to such data **(DPDP s.2 — Digital Personal Data Protection Act 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does Section 375 of IPC say about rape?,REFERENCE ANSWER: IPC Section 375 is repealed (Indian Penal Code 1860); current provision is BNS s.63 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.63,IPC Section 375 is repealed (Indian Penal Code 1860); current provision is BNS s.63 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 375 belongs to the now-repealed Indian Penal Code 1860; the current equivalent is BNS s.63 of the Bharatiya Nyaya Sanhita 2023, which defines the offence of rape. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What are the conditions for a valid Hindu marriage?,REFERENCE ANSWER: Refusal — the Hindu Marriage Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Hindu Marriage Act is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
When may personal data be processed under the DPDP Act?,"REFERENCE ANSWER: DPDP s.4: processing only for a lawful purpose, on consent or legitimate uses. | EXPECTED CITATIONS: DPDP s.4","DPDP s.4: processing only for a lawful purpose, on consent or legitimate uses.","Section 4 of the Digital Personal Data Protection Act 2023 allows processing of personal data only for a lawful purpose for which the Data Principal has given consent, or for certain legitimate uses. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does Section 420 IPC say about cheating?,REFERENCE ANSWER: IPC Section 420 is repealed (Indian Penal Code 1860); current provision is BNS s.318 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.318,IPC Section 420 is repealed (Indian Penal Code 1860); current provision is BNS s.318 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 420 belongs to the now-repealed Indian Penal Code 1860; the current equivalent is BNS s.318 of the Bharatiya Nyaya Sanhita 2023, which deals with cheating **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.318 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does Section 8 of the DPDP Act require of a Data Fiduciary?,"REFERENCE ANSWER: DPDP s.8: Data Fiduciary duties — accuracy, security safeguards, erasure. | EXPECTED CITATIONS: DPDP s.8","DPDP s.8: Data Fiduciary duties — accuracy, security safeguards, erasure.","This is addressed in the indexed statutes, though the precise section wording should be checked **(DPDP s.8 — Digital Personal Data Protection Act 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
Is third-party motor insurance mandatory under the Motor Vehicles Act?,REFERENCE ANSWER: Refusal — the Motor Vehicles Act and insurance is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Motor Vehicles Act and insurance is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
What does IPC Section 378 say about theft?,REFERENCE ANSWER: IPC Section 378 is repealed (Indian Penal Code 1860); current provision is BNS s.303 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.303,IPC Section 378 is repealed (Indian Penal Code 1860); current provision is BNS s.303 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 378 belongs to the now-repealed Indian Penal Code 1860; the current equivalent is BNS s.303 of the Bharatiya Nyaya Sanhita 2023, which defines theft **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.303 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
How does the PMLA treat bail applications?,REFERENCE ANSWER: Refusal — bail under the Prevention of Money Laundering Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — bail under the Prevention of Money Laundering Act is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
What does BNSS Section 173 say about cognizable cases?,REFERENCE ANSWER: BNSS s.173: FIR — information on a cognizable offence recorded in writing. | EXPECTED CITATIONS: BNSS s.173,BNSS s.173: FIR — information on a cognizable offence recorded in writing.,"Section 173 of the Bharatiya Nagarik Suraksha Sanhita 2023 provides that information relating to a cognizable offence shall be reduced to writing by the officer in charge and signed by the informant (the FIR) **(BNSS s.173 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does IPC Section 390 say about robbery?,REFERENCE ANSWER: IPC Section 390 is repealed (Indian Penal Code 1860); current provision is BNS s.309 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.309,IPC Section 390 is repealed (Indian Penal Code 1860); current provision is BNS s.309 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 390 belongs to the now-repealed Indian Penal Code 1860; the current equivalent is BNS s.309 of the Bharatiya Nyaya Sanhita 2023, which defines robbery **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.309 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What is the punishment for cheque dishonour under the NI Act?,REFERENCE ANSWER: Refusal — the Negotiable Instruments Act and cheque bounce is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Negotiable Instruments Act and cheque bounce is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
What does BNSS 2023 say about bail in non-bailable offences?,"REFERENCE ANSWER: BNSS s.480: bail in non-bailable offences, subject to conditions. | EXPECTED CITATIONS: BNSS s.480","BNSS s.480: bail in non-bailable offences, subject to conditions.","Section 480 of the Bharatiya Nagarik Suraksha Sanhita 2023 empowers a court to grant bail in non-bailable offences subject to conditions, including whether there are reasonable grounds to believe the accused committed the offence **(BNSS s.480 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does IPC Section 120B say about criminal conspiracy?,REFERENCE ANSWER: IPC Section 120B is repealed (Indian Penal Code 1860); current provision is BNS s.61 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.61,IPC Section 120B is repealed (Indian Penal Code 1860); current provision is BNS s.61 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 120B belongs to the now-repealed Indian Penal Code 1860; the current equivalent is BNS s.61 of the Bharatiya Nyaya Sanhita 2023, which deals with criminal conspiracy **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.61 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
How is a sale of immovable property defined under the Transfer of Property Act?,REFERENCE ANSWER: Refusal — the Transfer of Property Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Transfer of Property Act is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
Where are the definitions in the Bharatiya Nagarik Suraksha Sanhita 2023?,REFERENCE ANSWER: BNSS s.2 = definitions used across the procedural code. | EXPECTED CITATIONS: BNSS s.2,BNSS s.2 = definitions used across the procedural code.,"Section 2 of the Bharatiya Nagarik Suraksha Sanhita 2023 sets out the definitions used throughout the procedural code **(BNSS s.2 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does IPC Section 498A say about cruelty by a husband?,REFERENCE ANSWER: IPC Section 498A is repealed (Indian Penal Code 1860); current provision is BNS s.85 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.85,IPC Section 498A is repealed (Indian Penal Code 1860); current provision is BNS s.85 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 498A is from the old law; it is now broadly covered by BNS s.85 of the Bharatiya Nyaya Sanhita 2023 **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.85 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What is the admissibility of electronic records under BSA 2023?,REFERENCE ANSWER: BSA s.63: conditions for admissibility of electronic records. | EXPECTED CITATIONS: BSA s.63,BSA s.63: conditions for admissibility of electronic records.,"The Bharatiya Sakshya Adhiniyam 2023 is India's law of evidence **(BSA s.63 — Bharatiya Sakshya Adhiniyam 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
